raceId,driverId,constructorId,grid,position,laps,seconds,fastestLapSpeed,date,circuitId,Length,Turns,Constructor Experience,Driver Experience,Driver Age,Driver Wins,Constructor Wins,Driver Constructor Experience,DNF Score,prev_position,podium
1131,852,215,14,14,70,0.0,221.064,2024-06-30,70,4.318,10,22,77,24,0,0.0,11,0.32,14.0,0
1132,852,215,13,10,52,5026.362,235.041,2024-07-07,9,5.891,18,24,78,24,0,0.0,12,0.33,10.0,0
1074,854,210,12,11,57,5886.158,200.948,2022-03-20,3,5.412,15,246,23,23,0,0.0,23,0.39,11.0,0
1076,854,210,15,13,57,0.0,228.908,2022-04-10,1,5.278,14,250,25,23,0,0.0,25,0.39,13.0,0
1077,854,210,10,17,62,0.0,223.704,2022-04-24,21,4.909,19,252,26,23,0,0.0,26,0.39,17.0,0
1078,854,210,15,15,57,5737.563,210.565,2022-05-08,79,3.363,19,254,27,23,0,0.0,27,0.39,15.0,0
1079,854,210,10,14,65,0.0,192.459,2022-05-22,4,4.657,14,256,28,23,0,0.0,28,0.39,14.0,0
1081,854,210,20,14,50,0.0,199.343,2022-06-12,73,6.003,20,260,30,23,0,0.0,30,0.39,14.0,0
1083,854,210,19,8,52,8289.306,230.244,2022-07-03,9,5.891,18,264,32,23,0,0.0,32,0.39,8.0,0
1084,854,210,9,6,70,0.0,223.264,2022-07-10,70,4.318,10,266,33,23,0,0.0,33,0.39,6.0,0
1085,854,210,17,15,53,5482.506,212.29,2022-07-24,34,5.842,15,268,34,23,0,0.0,34,0.39,15.0,0
1086,854,210,15,14,69,0.0,189.674,2022-07-31,11,4.381,14,270,35,23,0,0.0,35,0.39,14.0,0
1087,854,210,19,17,43,0.0,223.837,2022-08-28,13,7.004,19,272,36,23,0,0.0,36,0.39,17.0,0
1088,854,210,8,13,72,5835.768,203.798,2022-09-04,39,4.259,14,274,37,23,0,0.0,37,0.39,13.0,0
1089,854,210,17,12,53,4836.06,244.493,2022-09-11,14,5.793,11,276,38,23,0,0.0,38,0.39,12.0,0
1091,854,210,12,13,58,0.0,165.262,2022-10-02,15,4.94,19,278,39,23,0,0.0,39,0.39,13.0,0
1092,854,210,15,17,28,10996.527,198.366,2022-10-09,22,5.807,18,280,40,23,0,0.0,40,0.4,17.0,0
1093,854,210,16,15,56,6216.177,194.951,2022-10-23,69,3.426,20,282,41,23,0,0.0,41,0.4,15.0,0
1094,854,210,15,16,70,0.0,185.248,2022-10-30,32,4.304,17,284,42,23,0,0.0,42,0.4,16.0,0
1095,854,210,12,13,71,5943.943,206.142,2022-11-13,18,4.309,15,286,43,23,0,0.0,43,0.4,13.0,0
1096,854,210,12,16,57,0.0,211.632,2022-11-20,24,5.281,16,288,44,23,0,0.0,44,0.4,16.0,0
1074,855,51,15,10,57,5876.648,201.512,2022-03-20,3,5.412,15,365,1,22,0,0.0,1,0.3,10.0,0
1075,855,51,12,11,50,5141.508,236.642,2022-03-27,77,6.174,27,367,2,22,0,0.0,2,0.3,11.0,0
1076,855,51,14,11,58,5348.243,230.198,2022-04-10,1,5.278,14,369,3,22,0,0.0,3,0.3,11.0,0
1077,855,51,0,15,62,0.0,217.41,2022-04-24,21,4.909,19,371,4,22,0,0.0,4,0.3,15.0,0
1080,855,51,20,16,63,0.0,153.621,2022-05-29,6,3.337,19,377,7,23,0,0.0,7,0.31,16.0,0
1082,855,51,10,8,70,5808.709,204.084,2022-06-19,7,4.361,14,381,9,23,0,0.0,9,0.31,8.0,0
1084,855,51,13,14,70,0.0,224.053,2022-07-10,70,4.318,10,385,11,23,0,0.0,11,0.3,14.0,0
1085,855,51,16,16,47,0.0,211.649,2022-07-24,34,5.842,15,387,12,23,0,0.0,12,0.31,16.0,0
1086,855,51,12,13,69,0.0,192.268,2022-07-31,11,4.381,14,389,13,23,0,0.0,13,0.31,13.0,0
1087,855,51,18,14,44,5259.146,224.493,2022-08-28,13,7.004,19,391,14,23,0,0.0,14,0.31,14.0,0
1088,855,51,14,16,72,5840.093,201.901,2022-09-04,39,4.259,14,393,15,23,0,0.0,15,0.31,16.0,0
1089,855,51,9,10,53,4835.421,241.484,2022-09-11,14,5.793,11,395,16,23,0,0.0,16,0.31,10.0,0
1092,855,51,14,16,28,10991.047,200.22,2022-10-09,22,5.807,18,399,18,23,0,0.0,18,0.31,16.0,0
1093,855,51,18,12,56,6207.851,193.682,2022-10-23,69,3.426,20,401,19,23,0,0.0,19,0.31,12.0,0
1094,855,51,12,13,70,0.0,188.358,2022-10-30,32,4.304,17,403,20,23,0,0.0,20,0.31,13.0,0
1095,855,51,13,12,71,5943.369,204.643,2022-11-13,18,4.309,15,405,21,23,0,0.0,21,0.32,12.0,0
1096,855,51,15,12,57,0.0,212.183,2022-11-20,24,5.281,16,407,22,23,0,0.0,22,0.31,12.0,0
1098,855,51,13,16,56,0.0,207.276,2023-03-05,3,5.412,15,409,23,23,0,0.0,23,0.32,16.0,0
1099,855,51,11,13,50,4950.954,236.718,2023-03-19,77,6.174,27,411,24,23,0,0.0,24,0.32,13.0,0
1100,855,51,17,9,58,9164.084,232.229,2023-04-02,1,5.278,14,413,25,23,0,0.0,25,0.32,9.0,0
1102,855,51,14,16,57,5336.681,212.383,2023-05-07,79,3.363,19,417,27,23,0,0.0,27,0.32,16.0,0
1104,855,51,19,13,77,0.0,156.165,2023-05-28,6,3.337,19,419,28,24,0,0.0,28,0.32,13.0,0
1105,855,51,13,9,66,5349.818,212.883,2023-06-04,4,4.657,14,421,29,24,0,0.0,29,0.32,9.0,0
1106,855,51,20,16,69,0.0,203.652,2023-06-18,7,4.361,14,423,30,24,0,0.0,30,0.32,16.0,0
1107,855,51,17,12,70,0.0,222.749,2023-07-02,70,4.318,10,425,31,24,0,0.0,31,0.32,12.0,0
1108,855,51,17,15,52,5146.758,231.097,2023-07-09,9,5.891,18,427,32,24,0,0.0,32,0.32,15.0,0
1109,855,51,5,16,69,0.0,188.333,2023-07-23,11,4.381,14,429,33,24,0,0.0,33,0.32,16.0,0
1110,855,51,17,13,44,5045.891,228.83,2023-07-30,13,7.004,19,431,34,24,0,0.0,34,0.32,13.0,0
1112,855,51,16,14,51,4501.307,242.545,2023-09-03,14,5.793,11,435,36,24,0,0.0,36,0.33,14.0,0
1113,855,51,0,12,62,6481.067,179.064,2023-09-17,15,4.94,19,437,37,24,0,0.0,37,0.33,12.0,0
1114,855,51,19,13,52,0.0,213.774,2023-09-24,22,5.807,18,439,38,24,0,0.0,38,0.33,13.0,0
1115,855,51,19,9,57,5335.295,225.993,2023-10-08,78,5.419,16,441,39,24,0,0.0,39,0.33,9.0,0
1116,855,51,12,13,55,0.0,194.807,2023-10-22,69,3.426,20,443,40,24,0,0.0,40,0.33,13.0,0
1117,855,51,10,14,71,7432.49,185.412,2023-10-29,32,4.304,17,445,41,24,0,0.0,41,0.33,14.0,0
1119,855,51,17,15,50,5398.451,229.253,2023-11-19,80,4.6471285714285715,14,449,43,24,0,0.0,43,0.34,15.0,0
1120,855,51,19,17,58,5312.046,214.224,2023-11-26,24,5.281,16,451,44,24,0,0.0,44,0.34,17.0,0
1121,855,15,17,11,56,0.0,204.102,2024-03-02,3,5.412,15,791,45,24,0,0.0,1,0.31,11.0,0
1122,855,15,20,18,49,0.0,241.046,2024-03-09,77,6.174,27,793,46,24,0,0.0,2,0.31,18.0,0
1123,855,15,19,15,57,0.0,233.634,2024-03-24,1,5.278,14,795,47,24,0,0.0,3,0.31,15.0,0
1125,855,15,16,14,56,6124.243,198.955,2024-04-21,17,5.451,16,799,49,24,0,0.0,5,0.31,14.0,0
1126,855,15,19,14,57,5499.855,211.794,2024-05-05,79,3.363,19,801,50,24,0,0.0,6,0.31,14.0,0
1127,855,15,17,15,62,0.0,218.134,2024-05-19,21,4.909,19,803,51,24,0,0.0,7,0.31,15.0,0
1128,855,15,18,16,76,0.0,0.0,2024-05-26,6,3.337,19,805,52,25,0,0.0,8,0.31,16.0,0
1129,855,15,0,15,69,0.0,203.033,2024-06-09,7,4.361,14,807,53,25,0,0.0,9,0.31,15.0,0
1130,855,15,15,13,65,0.0,212.834,2024-06-23,4,4.657,14,809,54,25,0,0.0,10,0.31,13.0,0
1131,855,15,20,17,70,0.0,220.587,2024-06-30,70,4.318,10,811,55,25,0,0.0,11,0.31,17.0,0
1132,855,15,14,18,50,0.0,233.014,2024-07-07,9,5.891,18,813,56,25,0,0.0,12,0.31,18.0,0
1089,856,3,8,9,53,4834.633,240.75,2022-09-11,14,5.793,11,1573,1,27,0,114.0,1,0.51,9.0,0
1098,856,213,19,14,56,0.0,199.4,2023-03-05,3,5.412,15,124,2,28,0,0.0,1,0.5,14.0,0
1099,856,213,18,14,50,4952.372,237.438,2023-03-19,77,6.174,27,126,3,28,0,0.0,2,0.51,14.0,0
1100,856,213,15,15,56,0.0,234.049,2023-04-02,1,5.278,14,128,4,28,0,0.0,3,0.51,15.0,0
1102,856,213,15,18,57,5347.19,212.786,2023-05-07,79,3.363,19,132,6,28,0,0.0,5,0.52,18.0,0
1104,856,213,12,12,77,0.0,154.887,2023-05-28,6,3.337,19,134,7,28,0,0.0,6,0.51,12.0,0
1105,856,213,14,14,65,0.0,213.313,2023-06-04,4,4.657,14,136,8,28,0,0.0,7,0.51,14.0,0
1106,856,213,17,18,69,0.0,204.805,2023-06-18,7,4.361,14,138,9,28,0,0.0,8,0.51,18.0,0
1107,856,213,0,17,70,0.0,222.539,2023-07-02,70,4.318,10,140,10,28,0,0.0,9,0.51,17.0,0
1108,856,213,18,17,52,5150.066,229.636,2023-07-09,9,5.891,18,142,11,28,0,0.0,10,0.51,17.0,0
1099,857,1,8,15,50,4959.915,235.731,2023-03-19,77,6.174,27,1835,2,21,0,165.0,2,0.54,15.0,0
1100,857,1,16,8,58,9163.753,233.611,2023-04-02,1,5.278,14,1837,3,22,0,165.0,3,0.54,8.0,0
1101,857,1,10,11,51,5648.937,204.587,2023-04-30,73,6.003,20,1839,4,22,0,165.0,4,0.54,11.0,0
1102,857,1,19,19,56,0.0,211.76,2023-05-07,79,3.363,19,1841,5,22,0,165.0,5,0.54,19.0,0
1104,857,1,11,10,77,0.0,154.983,2023-05-28,6,3.337,19,1843,6,22,0,165.0,6,0.54,10.0,0
1105,857,1,9,13,65,0.0,213.083,2023-06-04,4,4.657,14,1845,7,22,0,165.0,7,0.54,13.0,0
1106,857,1,8,11,70,5703.449,204.96,2023-06-18,7,4.361,14,1847,8,22,0,165.0,8,0.54,11.0,0
1107,857,1,13,16,70,0.0,222.507,2023-07-02,70,4.318,10,1849,9,22,0,165.0,9,0.54,16.0,0
1108,857,1,3,4,52,5124.714,233.435,2023-07-09,9,5.891,18,1851,10,22,0,165.0,10,0.54,4.0,0
1109,857,1,4,5,70,5951.206,190.625,2023-07-23,11,4.381,14,1853,11,22,0,165.0,11,0.54,5.0,0
1111,857,1,8,9,72,8660.991,206.36,2023-08-27,39,4.259,14,1857,13,22,0,165.0,13,0.54,9.0,0
1112,857,1,7,12,51,4494.217,245.142,2023-09-03,14,5.793,11,1859,14,22,0,165.0,14,0.54,12.0,0
1113,857,1,17,7,62,6438.897,180.562,2023-09-17,15,4.94,19,1861,15,22,0,165.0,15,0.54,7.0,0
1114,857,1,2,3,53,5494.915,217.021,2023-09-24,22,5.807,18,1863,16,22,0,165.0,16,0.54,3.0,3
1115,857,1,6,2,57,5264.001,229.724,2023-10-08,78,5.419,16,1865,17,22,0,165.0,17,0.54,2.0,2
1117,857,1,7,8,71,7393.918,187.22,2023-10-29,32,4.304,17,1869,19,22,0,165.0,19,0.54,8.0,0
1118,857,1,10,14,69,0.0,208.752,2023-11-05,18,4.309,15,1871,20,22,0,165.0,20,0.54,14.0,0
1119,857,1,18,10,50,5377.785,233.779,2023-11-19,80,4.6471285714285715,14,1873,21,22,0,165.0,21,0.54,10.0,0
1120,857,1,3,6,58,5254.111,215.702,2023-11-26,24,5.281,16,1875,22,22,0,165.0,22,0.54,6.0,0
1121,857,1,8,8,57,5560.824,205.123,2024-03-02,3,5.412,15,1877,23,22,0,165.0,23,0.54,8.0,0
1122,857,1,5,4,50,4875.28,240.779,2024-03-09,77,6.174,27,1879,24,22,0,165.0,24,0.54,4.0,0
1123,857,1,5,4,58,4862.613,236.92,2024-03-24,1,5.278,14,1881,25,22,0,165.0,25,0.54,4.0,0
1124,857,1,6,8,53,6911.091,220.514,2024-04-07,22,5.807,18,1883,26,23,0,165.0,26,0.54,8.0,0
1125,857,1,5,8,56,6108.752,196.749,2024-04-21,17,5.451,16,1885,27,23,0,165.0,27,0.54,8.0,0
1126,857,1,6,13,57,5499.632,214.965,2024-05-05,79,3.363,19,1887,28,23,0,165.0,28,0.54,13.0,0
1127,857,1,5,4,63,5139.384,221.162,2024-05-19,21,4.909,19,1889,29,23,0,165.0,29,0.54,4.0,0
1128,857,1,2,2,78,8602.706,0.0,2024-05-26,6,3.337,19,1891,30,23,0,165.0,30,0.55,2.0,2
1129,857,1,4,5,70,6358.126,205.904,2024-06-09,7,4.361,14,1893,31,23,0,165.0,31,0.55,5.0,0
1130,857,1,9,7,66,5333.987,215.286,2024-06-23,4,4.657,14,1895,32,23,0,165.0,32,0.55,7.0,0
1131,857,1,7,2,71,5064.704,226.28,2024-06-30,70,4.318,10,1897,33,23,0,165.0,33,0.55,2.0,2
1132,857,1,5,4,52,4959.488,238.964,2024-07-07,9,5.891,18,1899,34,23,0,165.0,34,0.55,4.0,0
1098,858,3,16,12,56,0.0,202.871,2023-03-05,3,5.412,15,1587,1,22,0,114.0,1,0.51,12.0,0
1099,858,3,20,16,50,4961.187,235.277,2023-03-19,77,6.174,27,1589,2,22,0,114.0,2,0.51,16.0,0
1100,858,3,18,16,56,0.0,233.264,2023-04-02,1,5.278,14,1591,3,22,0,114.0,3,0.51,16.0,0
1101,858,3,14,16,51,5663.379,202.916,2023-04-30,73,6.003,20,1593,4,22,0,114.0,4,0.51,16.0,0
1102,858,3,20,20,56,0.0,210.893,2023-05-07,79,3.363,19,1595,5,22,0,114.0,5,0.51,20.0,0
1104,858,3,16,18,76,0.0,155.406,2023-05-28,6,3.337,19,1597,6,22,0,114.0,6,0.51,18.0,0
1105,858,3,20,20,65,0.0,211.556,2023-06-04,4,4.657,14,1599,7,22,0,114.0,7,0.51,20.0,0
1107,858,3,18,13,70,0.0,223.309,2023-07-02,70,4.318,10,1603,9,22,0,114.0,9,0.51,13.0,0
1108,858,3,14,11,52,5140.57,231.274,2023-07-09,9,5.891,18,1605,10,22,0,114.0,10,0.51,11.0,0
1110,858,3,18,17,44,5054.926,228.213,2023-07-30,13,7.004,19,1609,12,22,0,114.0,12,0.51,17.0,0
1112,858,3,15,13,51,4499.7,240.152,2023-09-03,14,5.793,11,1613,14,22,0,114.0,14,0.51,13.0,0
1113,858,3,18,14,62,6484.307,180.491,2023-09-17,15,4.94,19,1615,15,22,0,114.0,15,0.51,14.0,0
1116,858,3,16,10,56,5809.36,196.041,2023-10-22,69,3.426,20,1621,18,22,0,114.0,18,0.51,10.0,0
1117,858,3,19,16,70,0.0,186.672,2023-10-29,32,4.304,17,1623,19,22,0,114.0,19,0.51,16.0,0
1118,858,3,19,11,70,0.0,204.816,2023-11-05,18,4.309,15,1625,20,22,0,114.0,20,0.51,11.0,0
1119,858,3,6,16,50,5399.171,228.397,2023-11-19,80,4.6471285714285715,14,1627,21,22,0,114.0,21,0.51,16.0,0
1120,858,3,20,16,58,5310.415,214.626,2023-11-26,24,5.281,16,1629,22,22,0,114.0,22,0.51,16.0,0
1121,858,3,18,20,55,0.0,205.659,2024-03-02,3,5.412,15,1631,23,23,0,114.0,23,0.51,20.0,0
1122,858,3,19,14,49,0.0,237.657,2024-03-09,77,6.174,27,1633,24,23,0,114.0,24,0.51,14.0,0
1124,858,3,19,17,52,0.0,220.286,2024-04-07,22,5.807,18,1636,25,23,0,114.0,25,0.51,17.0,0
1125,858,3,20,17,56,6147.664,194.293,2024-04-21,17,5.451,16,1638,26,23,0,114.0,26,0.51,17.0,0
1127,858,3,19,17,62,0.0,217.562,2024-05-19,21,4.909,19,1642,28,23,0,114.0,28,0.51,17.0,0
1128,858,3,15,15,76,0.0,0.0,2024-05-26,6,3.337,19,1644,29,23,0,114.0,29,0.51,15.0,0
1130,858,3,19,20,64,0.0,209.115,2024-06-23,4,4.657,14,1648,31,23,0,114.0,31,0.51,20.0,0
1131,858,3,19,19,69,0.0,220.788,2024-06-30,70,4.318,10,1650,32,23,0,114.0,32,0.51,19.0,0
1132,858,3,12,11,52,5036.019,235.713,2024-07-07,9,5.891,18,1652,33,23,0,114.0,33,0.51,11.0,0
1111,859,213,19,13,72,8670.558,204.923,2023-08-27,39,4.259,14,148,1,21,0,0.0,1,0.52,13.0,0
1112,859,213,12,11,51,4491.781,242.944,2023-09-03,14,5.793,11,150,2,21,0,0.0,2,0.52,11.0,0
1113,859,213,10,9,62,6463.336,179.585,2023-09-17,15,4.94,19,152,3,21,0,0.0,3,0.52,9.0,0
1114,859,213,11,11,52,0.0,212.738,2023-09-24,22,5.807,18,154,4,21,0,0.0,4,0.51,11.0,0
1115,859,213,17,17,56,0.0,223.943,2023-10-08,78,5.419,16,156,5,21,0,0.0,5,0.51,17.0,0
1122,860,6,11,7,50,4885.952,241.103,2024-03-09,77,6.174,27,2395,1,18,0,234.0,1,0.6,7.0,0
